headline,abstract,pub date,original,person rank,keywords,lead paragraph,news desk,section name,type of material
"After an Attack by Zealots, an Indian Family Seeks Asylum","Despite earning meager wages and living in a city shelter, a Christian family from India is grateful for safety.",2019-01-01T16:18:55+0000,By John Otis,2,"['New York Times Neediest Cases Fund', 'Catholic Charities']",A fractured collarbone. Spinal fractures. Head wounds.,Metro,Neediest Cases,News
‘New Year Miracle’ in Russia: Baby Is Pulled From Rubble,A baby boy survived subzero temperatures overnight in the rubble of an apartment building that was badly damaged by an explosion linked to a gas leak.,2019-01-01T16:41:24+0000,By Neil MacFarquhar,1,"['Rescues', 'Explosions (Accidental)', 'MAGNITOGORSK (RUSSIA)']","MOSCOW — Rescue workers pulled a 10-month-old baby boy alive from a partly collapsed apartment building in central Russia on Tuesday, calling him a “New Year miracle” after he survived in the rubble for more than 35 hours in freezing temperatures.",Foreign,World,News
A 6-Pack of Beer for $26? Qatar Doubles the Price of Alcohol,Many countries have tried to regulate alcohol consumption by making drinking expensive. But the country added a 100 percent tax on Tuesday.,2019-01-01T16:54:58+0000,By Palko Karasz,1,"['Qatar', 'ALCOHOLIC BEVERAGES', 'Sales and Excise Taxes', 'World Cup 2022 (Soccer)']","Getting a beer has never been easy in Qatar. But buying a six-pack will now set you back at least $26, thanks to an alcohol tax that went into effect on Tuesday.",Foreign,World,News
Why the West Coast Is Suddenly Beating the East Coast on Transportation,Subways in the Northeast are falling apart and losing riders. Cities on the West Coast are pouring money into their transportation networks.,2019-01-01T16:59:50+0000,By Emma G. Fitzsimmons,1,"['Transit Systems', 'Referendums', 'Infrastructure (Public Works)', 'American Public Transportation Assn', 'Trottenberg, Polly', 'Garcetti, Eric M', 'New York City', 'Los Angeles (Calif)', 'Seattle (Wash)']",[What you need to know to start the day: Get New York Today in your inbox.],Metro,New York,News
The Trump Tax Cut: Even Worse Than You’ve Heard,Skeptical reporting has still been too favorable.,2019-01-01T17:47:14+0000,By Paul Krugman,1,"['Corporate Taxes', 'Corporations', 'Federal Taxes (US)']","The 2017 tax cut has received pretty bad press, and rightly so. Its proponents made big promises about soaring investment and wages, and also assured everyone that it would pay for itself; none of that has happened.",OpEd,Opinion,Op-Ed
"German Man Is Suspected of Attacking Foreigners, Using Car as Weapon","A 50-year-old man repeatedly drove into people celebrating the New Year intending to “kill foreigners,” German authorities said. Four people were hurt, one seriously.",2019-01-01T17:57:51+0000,By Melissa Eddy,1,"['Germany', 'Fringe Groups and Movements', 'New Year', 'Terrorism', 'Immigration and Emigration', 'Traffic Accidents and Safety', 'Alternative for Germany', 'Bottrop (Germany)', 'Essen (Germany)']","BERLIN — Targeting foreigners, a man repeatedly drove his car at pedestrians celebrating New Year’s Eve in western Germany, injuring four people before being arrested, the police and prosecutors said Tuesday.",Foreign,World,News
2 Fishermen Die After Boat Capsizes on Westchester Reservoir,A fisherman on the Muscoot Reservoir made a grim discovery early New Year’s morning.,2019-01-01T17:58:19+0000,By Andy Newman,1,"['Maritime Accidents and Safety', ""Golden's Bridge (NY)""]","Two friends from New York City were found dead in a reservoir in Westchester County early New Year’s morning after their fishing boat overturned, the authorities said.",Metro,New York,News
Roger Federer Struggles With Serena Williams’s Serve. And Vice Versa.,"Federer and his partner, Belinda Bencic, beat Williams and Frances Tiafoe in mixed doubles. It was first time Federer and Williams have competed against each other.",2019-01-01T17:58:51+0000,By Ben Rothenberg,1,"['Tennis', 'Hopman Cup (Tennis)', 'Federer, Roger', 'Williams, Serena']","PERTH, Australia — After nearly two decades of appearing alongside each other on billboards and in record books, Serena Williams and Roger Federer faced off across a tennis court for the first time on Tuesday.",Sports,Sports,News
"As China Talks Begin, Trump’s Trade Negotiator Tries to Keep President From Wavering","Robert Lighthizer, the United States trade representative and a China skeptic, wants to prevent an anxious president from making a quick, empty deal in a rush to calm the markets.",2019-01-01T18:06:43+0000,By Glenn Thrush,1,"['International Trade and World Market', 'Customs (Tariff)', 'China', 'United States International Relations', 'Brown, Sherrod', 'Lighthizer, Robert E', 'Mnuchin, Steven T', 'Navarro, Peter', 'Trump, Donald J', 'Xi Jinping', 'United States Politics and Government']","WASHINGTON — In the middle of his crowded dinner in Buenos Aires with President Xi Jinping of China, President Trump leaned across the table, pointed to Robert Lighthizer, the United States trade representative whose skepticism of China runs deep, and declared, “That’s my negotiator!”",Washington,U.S.,News
"Log Cabins? No, These Wooden Buildings Are High-Rises","Seeking greener projects, builders are choosing timber for offices and apartments, rather than the concrete and steel that dominated construction for decades.",2019-01-01T18:28:04+0000,By C. J. Hughes,1,"['Wood and Wood Products', 'Building (Construction)', 'Real Estate (Commercial)', 'Real Estate and Housing (Residential)', 'T3']",Developers have not used wood for much other than houses since the horse-and-buggy days. But the knotty building material is making a comeback.,Business,Business Day,News
Curbs on A.I. Exports? Silicon Valley Fears Losing Its Edge,The Commerce Department is considering national security restrictions on artificial intelligence. Some worry they could stunt the industry in the U.S.,2019-01-01T18:37:45+0000,By Cade Metz,1,"['International Trade and World Market', 'Artificial Intelligence', 'Commerce Department', 'Embargoes and Sanctions', 'Research', 'Cloud Computing', 'China']",SAN FRANCISCO — A common belief among tech industry insiders is that Silicon Valley has dominated the internet because much of the worldwide network was designed and built by Americans.,Business,Technology,News
Who Will Be Nominated for Best Director?,"Your Carpetbagger weighs the odds of 11 directors, including veterans like Spike Lee and would-be first-timers like Bo Burnham.",2019-01-01T19:00:01+0000,By Kyle Buchanan,1,"['Movies', 'Burnham, Bo (1990- )', 'Chazelle, Damien', 'Coogler, Ryan', 'Cooper, Bradley', 'Cuaron, Alfonso', 'Farrelly, Peter', 'Granik, Debra', 'Heller, Marielle', 'Jenkins, Barry', 'Lanthimos, Yorgos', 'Lee, Spike', 'McKay, Adam', 'Schrader, Paul', 'A Star Is Born (Movie)', 'BlacKkKlansman (Movie)', 'Can You Ever Forgive Me? (Movie)', 'Eighth Grade (Movie)', 'First Man (Movie)', 'First Reformed (Movie)', 'Green Book (Movie)', 'If Beale Street Could Talk (Movie)', 'Leave No Trace (Movie)', 'Roma (Movie)', 'The Favourite (Movie)', 'Vice (Movie)']","There are but two guarantees in this year’s Oscar race for best director: Bradley Cooper and Alfonso Cuarón will be nominated for “A Star Is Born” and “Roma,” respectively.",Arts&Leisure,Movies,News
Hunger Games: Three Memoirs Where Food Takes Center Stage,"In culinary essays, Dawn Drzal, Christine S. O’Brien and Ann Hood embark on personal journeys in which meals reveal much more than what’s on the menu.",2019-01-01T19:00:04+0000,By Irina Dumitrescu,1,"['Books and Literature', 'Crave (Book)', 'Kitchen Yarns: Notes on Life, Love, and Food (Book)', 'The Bread and the Knife: A Life in 26 Bites (Book)', 'Hood, Ann', 'Drzal, Dawn Ann', ""O'Brien, Christine S"", 'Food']",,BookReview,Books,News
"Norman Gimbel, 91, Grammy and Oscar-Winning Lyricist, Is Dead",He wrote lyrics for “The Girl From Ipanema” and “Killing Me Softly” and for the themes to the TV sitcoms “Happy Days” and “Laverne and Shirley.”,2019-01-01T19:27:15+0000,By Anita Gates,1,"['GIMBEL, NORMAN', 'Pop and Rock Music', 'Deaths (Obituaries)']","Norman Gimbel, the wildly versatile Brooklyn-born lyricist who won a Grammy Award for a blues hit, “Killing Me Softly With His Song”; an Oscar for a folk ballad, “It Goes Like It Goes” (from “Norma Rae”); and television immortality for the bouncy series themes to “Happy Days” and “Laverne and Shirley,” died on Dec. 19 at his home in Montecito, Calif. He was 91.",Obits,Obituaries,Obituary (Obit)
How Biden Has Paved the Way for a Possible Presidential Run,"A series of careful financial decisions, and the creation of nonprofits and academic centers staffed by close advisers, would help a campaign-in-waiting.",2019-01-01T19:31:14+0000,By Kevin Sack and Alexander Burns,1,"['Biden, Joseph R Jr', 'Presidential Election of 2020', 'Campaign Finance', 'United States Politics and Government', 'Appointments and Executive Changes', 'American Possibilities', 'Biden Foundation']","When officials at the University of Utah invited Joseph R. Biden Jr. to speak there in December, Mr. Biden’s representatives listed a number of requirements for the appearance. His booking firm, Creative Artists Agency, said the school would need to fly Mr. Biden and his aides to Salt Lake City by private plane. It would buy 1,000 copies of his recent memoir from a designated vendor. There would be no insertion of the word “former” before “vice president” in social media promotions. And the speaking fee would be $100,000 — “a reduced rate,” it was explained, for colleges and universities.",Investigative,U.S.,News
Tiny Love Stories: ‘Don’t Message Me if You Can’t Handle a Real Woman’,"Modern Love in miniature, featuring reader-submitted stories of no more than 100 words.",2019-01-01T20:00:01+0000,,1,"['Love (Emotion)', 'Modern Love (Times Column)', 'Dating and Relationships']","I wanted a date for New Year’s Eve, so I posted on a dating forum. In my bio, I said I’m a big lady so don’t message me if you can’t handle a real woman. Of the people who replied, one said, “I’m willing to go on a diet with you.” We met in November, dated in December and had our New Year’s date. Four years later, on the eve of the new millennium, we got married. After 18 years together, we are both still dieting but happily in love. — Jane Sattler",Styles,Style,News
"Aldo Parisot, Eminent Cello Teacher and Yale Fixture, Dies at 100","Mr. Parisot went from a major solo career to a long teaching tenure. “The best cello teacher I have met in my life,” the great Janos Starker said.",2019-01-01T20:09:28+0000,By Anthony Tommasini,1,"['Parisot, Aldo', 'Classical Music', 'Cellos', 'Yale School of Music', 'Deaths (Obituaries)']","Aldo Parisot, a renowned cellist who toured the world as a soloist and settled into a career as an eminent teacher that included a 60-year tenure at the Yale School of Music, died on Saturday at his home in Guilford, Conn. He was 100.",Culture,Arts,Obituary (Obit)
Review: Met Opera’s ‘Adriana Lecouvreur’ Bristles With Passion and Danger,"At a New Year’s Eve gala premiere, Anna Netrebko and Anita Rachvelishvili led a superior cast that gave Cilea’s 1902 opera the help it needs to soar.",2019-01-01T20:15:02+0000,By Anthony Tommasini,2,"['Opera', 'Metropolitan Opera', 'Cilea, Francesco', 'Adriana Lecouvreur (Opera)', 'Netrebko, Anna', 'McVicar, David', 'Beczala, Piotr (1966- )', 'Noseda, Gianandrea', 'Rachvelishvili, Anita', 'Maestri, Ambrogio']","Backstage at the Comédie-Française in the Paris of 1730, the title character of Francesco Cilea’s “Adriana Lecouvreur,” a leading actress with the company, demurs when hailed by a prince and an abbé as a muse, a goddess, a siren.",Culture,Arts,Review
